blacklist_id,type,value,reason,created_at
7339,MERCHANT,Merchant_2123623728_2888,Suspicious transactions detected for merchant Merchant_2123623728_2888,2025-12-21 11:00:56.890
7340,USER,rrrahmani6565@gmail.com,Suspicious activity detected for user rrrahmani6565@gmail.com,2024-08-23 21:59:56.897
7341,IP,172.246.197.206,IP address flagged for suspicious activity: 172.246.197.206,2026-01-16 06:08:56.900
7342,MERCHANT,Merchant_455878764_4004,Suspicious transactions detected for merchant Merchant_455878764_4004,2025-05-30 23:51:56.903
7343,MERCHANT,Merchant_2117483401_4411,Suspicious transactions detected for merchant Merchant_2117483401_4411,2024-04-04 14:09:56.907
7344,MERCHANT,Merchant_1166498588_66,Suspicious transactions detected for merchant Merchant_1166498588_66,2024-07-16 21:14:56.910
7345,MERCHANT,Merchant_992421026_3459,Suspicious transactions detected for merchant Merchant_992421026_3459,2025-06-03 18:33:56.913
7346,IP,81.206.70.201,IP address flagged for suspicious activity: 81.206.70.201,2025-02-03 12:30:56.920
7347,MERCHANT,Merchant_2071083190_960,Suspicious transactions detected for merchant Merchant_2071083190_960,2024-03-09 10:31:56.920
7348,IP,12.122.108.92,IP address flagged for suspicious activity: 12.122.108.92,2025-11-30 04:27:56.927
7349,USER,rigon_krasniqi2026@icloud.com,Suspicious activity detected for user rigon_krasniqi2026@icloud.com,2025-08-07 20:26:56.937
7350,MERCHANT,Merchant_28930220_364,Suspicious transactions detected for merchant Merchant_28930220_364,2024-12-28 18:22:56.943
7351,MERCHANT,Merchant_1910600360_2482,Suspicious transactions detected for merchant Merchant_1910600360_2482,2024-11-13 18:29:56.947
7352,IP,190.105.130.41,IP address flagged for suspicious activity: 190.105.130.41,2026-01-13 13:29:56.953
7353,USER,flamur131@aol.com,Suspicious activity detected for user flamur131@aol.com,2025-10-30 00:20:56.957
7354,MERCHANT,Merchant_402167674_3539,Suspicious transactions detected for merchant Merchant_402167674_3539,2024-11-28 09:32:56.960
7355,USER,donika.hyseni792@gmail.com,Suspicious activity detected for user donika.hyseni792@gmail.com,2025-08-20 13:59:56.963
7356,USER,fitim_leka2026@live.com,Suspicious activity detected for user fitim_leka2026@live.com,2025-10-28 15:55:56.967
7357,IP,48.174.103.104,IP address flagged for suspicious activity: 48.174.103.104,2024-10-01 22:11:56.977
7358,MERCHANT,Merchant_362738772_3213,Suspicious transactions detected for merchant Merchant_362738772_3213,2024-06-07 04:20:56.980
7359,MERCHANT,Merchant_811680610_4041,Suspicious transactions detected for merchant Merchant_811680610_4041,2024-05-15 02:42:56.980
7360,MERCHANT,Merchant_1047907688_4447,Suspicious transactions detected for merchant Merchant_1047907688_4447,2024-03-05 18:08:56.983
7361,MERCHANT,Merchant_1111786749_1758,Suspicious transactions detected for merchant Merchant_1111786749_1758,2025-07-03 03:01:56.983
7362,MERCHANT,Merchant_1867288286_4085,Suspicious transactions detected for merchant Merchant_1867288286_4085,2026-01-03 05:00:56.987
7363,USER,shprese_kastrati2026@aol.com,Suspicious activity detected for user shprese_kastrati2026@aol.com,2025-06-29 21:26:56.990
7364,IP,216.54.94.120,IP address flagged for suspicious activity: 216.54.94.120,2024-09-19 07:35:56.997
7365,USER,donika.hoti5556@icloud.com,Suspicious activity detected for user donika.hoti5556@icloud.com,2024-12-26 00:59:57.003
7366,USER,drilon531@hotmail.com,Suspicious activity detected for user drilon531@hotmail.com,2024-11-02 12:13:57.010
7367,MERCHANT,Merchant_1836203279_1024,Suspicious transactions detected for merchant Merchant_1836203279_1024,2025-07-04 10:43:57.010
7368,IP,174.134.147.64,IP address flagged for suspicious activity: 174.134.147.64,2025-02-09 12:03:57.017
7369,MERCHANT,Merchant_1667347615_3440,Suspicious transactions detected for merchant Merchant_1667347615_3440,2025-08-24 11:39:57.020
7370,MERCHANT,Merchant_846238502_4955,Suspicious transactions detected for merchant Merchant_846238502_4955,2024-08-21 02:25:57.020
7371,IP,254.50.145.173,IP address flagged for suspicious activity: 254.50.145.173,2025-09-11 00:10:57.027
7372,MERCHANT,Merchant_1671053501_4526,Suspicious transactions detected for merchant Merchant_1671053501_4526,2025-03-11 19:54:57.030
7373,IP,108.10.216.162,IP address flagged for suspicious activity: 108.10.216.162,2024-04-10 11:29:57.033
7374,IP,52.147.35.185,IP address flagged for suspicious activity: 52.147.35.185,2025-01-25 17:21:57.037
7375,MERCHANT,Merchant_661266723_4404,Suspicious transactions detected for merchant Merchant_661266723_4404,2025-07-04 22:26:57.040
7376,MERCHANT,Merchant_502328154_2197,Suspicious transactions detected for merchant Merchant_502328154_2197,2025-05-03 13:23:57.040
7377,USER,othomas2685@icloud.com,Suspicious activity detected for user othomas2685@icloud.com,2025-03-06 06:17:57.047
7378,MERCHANT,Merchant_1111786749_1758,Suspicious transactions detected for merchant Merchant_1111786749_1758,2025-07-22 05:14:57.050
7379,IP,61.134.128.216,IP address flagged for suspicious activity: 61.134.128.216,2024-11-02 23:12:57.057
7380,IP,26.241.8.247,IP address flagged for suspicious activity: 26.241.8.247,2024-04-21 23:45:57.060
7381,USER,uran.johnson1996@hotmail.com,Suspicious activity detected for user uran.johnson1996@hotmail.com,2024-06-22 20:35:57.067
7382,MERCHANT,Merchant_1422716911_2540,Suspicious transactions detected for merchant Merchant_1422716911_2540,2025-09-16 17:58:57.070
7383,MERCHANT,Merchant_1073513965_1796,Suspicious transactions detected for merchant Merchant_1073513965_1796,2024-07-10 15:51:57.073
7384,IP,178.85.213.190,IP address flagged for suspicious activity: 178.85.213.190,2025-09-05 21:27:57.080
7385,MERCHANT,Merchant_215082944_1823,Suspicious transactions detected for merchant Merchant_215082944_1823,2024-02-20 05:09:57.080
7386,IP,54.166.123.129,IP address flagged for suspicious activity: 54.166.123.129,2025-08-24 20:43:57.087
7387,MERCHANT,Merchant_1596019532_4438,Suspicious transactions detected for merchant Merchant_1596019532_4438,2025-09-17 03:22:57.090
7388,MERCHANT,Merchant_1128781981_4406,Suspicious transactions detected for merchant Merchant_1128781981_4406,2024-05-20 00:02:57.093
7389,IP,217.169.124.229,IP address flagged for suspicious activity: 217.169.124.229,2024-03-12 01:09:57.100
7390,USER,zana_kastrati2026@gmail.com,Suspicious activity detected for user zana_kastrati2026@gmail.com,2024-08-07 06:12:57.103
7391,MERCHANT,Merchant_726695710_3282,Suspicious transactions detected for merchant Merchant_726695710_3282,2025-06-21 14:11:57.107
7392,USER,jeta.jackson5440@live.com,Suspicious activity detected for user jeta.jackson5440@live.com,2026-01-07 15:40:57.113
7393,USER,akadriu9169@icloud.com,Suspicious activity detected for user akadriu9169@icloud.com,2024-10-15 23:04:57.117
7394,IP,109.111.132.47,IP address flagged for suspicious activity: 109.111.132.47,2025-07-10 21:46:57.123
7395,MERCHANT,Merchant_1361436595_4713,Suspicious transactions detected for merchant Merchant_1361436595_4713,2025-05-11 05:03:57.127
7396,MERCHANT,Merchant_2087353799_1106,Suspicious transactions detected for merchant Merchant_2087353799_1106,2025-03-20 13:15:57.130
7397,MERCHANT,Merchant_1108064048_2003,Suspicious transactions detected for merchant Merchant_1108064048_2003,2024-03-19 04:19:57.133
7398,IP,161.18.95.117,IP address flagged for suspicious activity: 161.18.95.117,2025-04-13 04:54:57.140
7399,USER,pranvera.pajaziti5940@gmail.com,Suspicious activity detected for user pranvera.pajaziti5940@gmail.com,2025-10-23 04:35:57.143
7400,MERCHANT,Merchant_1687919657_531,Suspicious transactions detected for merchant Merchant_1687919657_531,2025-10-19 04:27:57.147
7401,USER,fitim.dedaj5836@gmail.com,Suspicious activity detected for user fitim.dedaj5836@gmail.com,2024-08-14 07:31:57.153
7402,MERCHANT,Merchant_1108946823_1794,Suspicious transactions detected for merchant Merchant_1108946823_1794,2025-08-27 10:52:57.157
7403,MERCHANT,Merchant_858320514_3675,Suspicious transactions detected for merchant Merchant_858320514_3675,2025-08-11 16:29:57.160
7404,USER,ihoti9665@live.com,Suspicious activity detected for user ihoti9665@live.com,2025-11-11 15:49:57.167
7405,MERCHANT,Merchant_1918556107_4225,Suspicious transactions detected for merchant Merchant_1918556107_4225,2024-08-20 08:10:57.170
7406,MERCHANT,Merchant_1427198780_419,Suspicious transactions detected for merchant Merchant_1427198780_419,2025-10-19 03:30:57.173
7407,IP,115.168.236.152,IP address flagged for suspicious activity: 115.168.236.152,2024-11-10 07:59:57.180
7408,IP,73.153.137.14,IP address flagged for suspicious activity: 73.153.137.14,2024-08-01 22:50:57.183
7409,IP,26.241.8.247,IP address flagged for suspicious activity: 26.241.8.247,2025-12-20 19:04:57.190
7410,MERCHANT,Merchant_2026081970_935,Suspicious transactions detected for merchant Merchant_2026081970_935,2024-02-19 13:23:57.193
7411,MERCHANT,Merchant_2057802113_3198,Suspicious transactions detected for merchant Merchant_2057802113_3198,2024-12-27 09:26:57.197
7412,MERCHANT,Merchant_167861187_596,Suspicious transactions detected for merchant Merchant_167861187_596,2025-05-25 22:10:57.203
7413,IP,107.30.119.60,IP address flagged for suspicious activity: 107.30.119.60,2024-07-01 19:29:57.210
7414,MERCHANT,Merchant_795015935_2304,Suspicious transactions detected for merchant Merchant_795015935_2304,2025-09-21 05:01:57.217
7415,IP,160.116.204.200,IP address flagged for suspicious activity: 160.116.204.200,2025-01-09 07:19:57.227
7416,USER,ylli911@aol.com,Suspicious activity detected for user ylli911@aol.com,2024-12-20 02:38:57.230
7417,IP,252.140.159.65,IP address flagged for suspicious activity: 252.140.159.65,2025-11-05 01:20:57.237
7418,USER,xbytyqi9933@icloud.com,Suspicious activity detected for user xbytyqi9933@icloud.com,2024-12-01 19:11:57.243
7419,USER,mmoore1701@icloud.com,Suspicious activity detected for user mmoore1701@icloud.com,2025-09-23 21:33:57.250
7420,USER,mimoza239@hotmail.com,Suspicious activity detected for user mimoza239@hotmail.com,2025-04-25 17:10:57.253
7421,IP,10.226.147.51,IP address flagged for suspicious activity: 10.226.147.51,2024-05-17 19:24:57.263
7422,USER,olsi39@protonmail.com,Suspicious activity detected for user olsi39@protonmail.com,2025-03-11 19:56:57.267
7423,MERCHANT,Merchant_497443846_4095,Suspicious transactions detected for merchant Merchant_497443846_4095,2025-06-02 18:58:57.270
7424,USER,sabri_rama2026@aol.com,Suspicious activity detected for user sabri_rama2026@aol.com,2024-09-01 06:59:57.277
7425,USER,yll.johnson7620@aol.com,Suspicious activity detected for user yll.johnson7620@aol.com,2024-03-07 16:14:57.280
7426,MERCHANT,Merchant_1299372525_642,Suspicious transactions detected for merchant Merchant_1299372525_642,2024-10-24 15:53:57.283
7427,IP,112.179.232.117,IP address flagged for suspicious activity: 112.179.232.117,2025-06-19 01:37:57.290
7428,IP,83.174.216.172,IP address flagged for suspicious activity: 83.174.216.172,2025-01-27 11:46:57.293
7429,MERCHANT,Merchant_1022650714_45,Suspicious transactions detected for merchant Merchant_1022650714_45,2026-01-31 22:44:57.297
7430,USER,vgashi3321@live.com,Suspicious activity detected for user vgashi3321@live.com,2024-10-27 09:56:57.310
7431,IP,212.60.144.139,IP address flagged for suspicious activity: 212.60.144.139,2024-08-09 08:41:57.313
7432,USER,blerina635@icloud.com,Suspicious activity detected for user blerina635@icloud.com,2024-08-19 00:02:57.327
7433,MERCHANT,Merchant_731004818_4180,Suspicious transactions detected for merchant Merchant_731004818_4180,2024-10-24 08:48:57.330
7434,MERCHANT,Merchant_285417038_392,Suspicious transactions detected for merchant Merchant_285417038_392,2025-08-13 05:44:57.333
7435,IP,229.142.230.235,IP address flagged for suspicious activity: 229.142.230.235,2025-03-08 10:56:57.340
7436,IP,215.134.204.97,IP address flagged for suspicious activity: 215.134.204.97,2026-02-03 07:40:57.347
7437,MERCHANT,Merchant_533019659_4662,Suspicious transactions detected for merchant Merchant_533019659_4662,2025-06-03 18:27:57.350
7438,USER,leotrim.basha6548@yahoo.com,Suspicious activity detected for user leotrim.basha6548@yahoo.com,2025-01-27 11:23:57.357
7439,MERCHANT,Merchant_1525544685_1970,Suspicious transactions detected for merchant Merchant_1525544685_1970,2024-07-06 05:41:57.360
7440,USER,gent.johnson7348@live.com,Suspicious activity detected for user gent.johnson7348@live.com,2025-09-13 08:35:57.363
7441,MERCHANT,Merchant_2080832776_535,Suspicious transactions detected for merchant Merchant_2080832776_535,2025-01-13 06:39:57.367
7442,USER,valmir.beka412@outlook.com,Suspicious activity detected for user valmir.beka412@outlook.com,2025-08-19 07:08:57.370
7443,USER,liridona.pllana9432@hotmail.com,Suspicious activity detected for user liridona.pllana9432@hotmail.com,2024-05-04 09:01:57.377
7444,MERCHANT,Merchant_1733434342_1730,Suspicious transactions detected for merchant Merchant_1733434342_1730,2025-02-10 11:37:57.377
7445,IP,89.87.114.147,IP address flagged for suspicious activity: 89.87.114.147,2024-09-28 01:47:57.387
7446,USER,rina.kamberi3752@icloud.com,Suspicious activity detected for user rina.kamberi3752@icloud.com,2024-10-11 09:01:57.390
7447,MERCHANT,Merchant_1598182721_3395,Suspicious transactions detected for merchant Merchant_1598182721_3395,2025-06-13 13:00:57.397
7448,USER,khoxha4141@protonmail.com,Suspicious activity detected for user khoxha4141@protonmail.com,2025-01-12 08:49:57.407
7449,USER,trim55@outlook.com,Suspicious activity detected for user trim55@outlook.com,2025-05-12 06:21:57.413
7450,IP,128.191.232.31,IP address flagged for suspicious activity: 128.191.232.31,2024-07-22 07:04:57.420
7451,IP,175.234.208.40,IP address flagged for suspicious activity: 175.234.208.40,2025-10-03 19:10:57.430
7452,USER,jeta.martinez1916@icloud.com,Suspicious activity detected for user jeta.martinez1916@icloud.com,2024-06-09 18:04:57.440
7453,USER,urim703@protonmail.com,Suspicious activity detected for user urim703@protonmail.com,2026-01-13 12:30:57.447
7454,USER,bjones9917@live.com,Suspicious activity detected for user bjones9917@live.com,2024-10-31 07:02:57.450
7455,IP,63.110.129.4,IP address flagged for suspicious activity: 63.110.129.4,2025-04-02 04:01:57.457
7456,MERCHANT,Merchant_215800978_1079,Suspicious transactions detected for merchant Merchant_215800978_1079,2025-01-03 16:30:57.463
7457,USER,krenar_maloku2026@protonmail.com,Suspicious activity detected for user krenar_maloku2026@protonmail.com,2024-11-30 07:48:57.473
7458,MERCHANT,Merchant_276523583_4178,Suspicious transactions detected for merchant Merchant_276523583_4178,2025-07-20 07:12:57.480
7459,IP,132.230.29.29,IP address flagged for suspicious activity: 132.230.29.29,2025-05-04 20:06:57.487
7460,MERCHANT,Merchant_1607086050_4265,Suspicious transactions detected for merchant Merchant_1607086050_4265,2025-07-04 01:47:57.490
7461,USER,vshala861@hotmail.com,Suspicious activity detected for user vshala861@hotmail.com,2025-11-01 07:33:57.500
7462,MERCHANT,Merchant_1007498903_4528,Suspicious transactions detected for merchant Merchant_1007498903_4528,2024-07-20 17:54:57.503
7463,IP,21.40.150.231,IP address flagged for suspicious activity: 21.40.150.231,2025-03-17 22:51:57.513
7464,USER,donika399@gmail.com,Suspicious activity detected for user donika399@gmail.com,2025-01-25 13:56:57.523
7465,MERCHANT,Merchant_300747103_4838,Suspicious transactions detected for merchant Merchant_300747103_4838,2024-06-28 16:27:57.530
7466,IP,237.14.18.225,IP address flagged for suspicious activity: 237.14.18.225,2024-12-01 16:05:57.537
7467,IP,62.8.249.133,IP address flagged for suspicious activity: 62.8.249.133,2024-02-14 10:56:57.550
7468,MERCHANT,Merchant_1066388068_390,Suspicious transactions detected for merchant Merchant_1066388068_390,2024-07-19 22:42:57.553
7469,MERCHANT,Merchant_281513136_4969,Suspicious transactions detected for merchant Merchant_281513136_4969,2025-03-18 06:00:57.560
7470,IP,2.118.120.130,IP address flagged for suspicious activity: 2.118.120.130,2025-07-17 15:11:57.563
7471,IP,153.175.231.155,IP address flagged for suspicious activity: 153.175.231.155,2025-07-09 20:21:57.577
7472,IP,166.27.223.157,IP address flagged for suspicious activity: 166.27.223.157,2025-03-02 06:21:57.590
7473,MERCHANT,Merchant_71236414_3474,Suspicious transactions detected for merchant Merchant_71236414_3474,2024-12-26 19:00:57.597
7474,IP,246.162.190.20,IP address flagged for suspicious activity: 246.162.190.20,2025-02-07 06:38:57.600
7475,MERCHANT,Merchant_93886591_2130,Suspicious transactions detected for merchant Merchant_93886591_2130,2025-10-21 18:24:57.603
7476,MERCHANT,Merchant_72392177_1851,Suspicious transactions detected for merchant Merchant_72392177_1851,2024-08-02 15:02:57.607
7477,USER,uran_shala2026@outlook.com,Suspicious activity detected for user uran_shala2026@outlook.com,2025-04-19 13:39:57.610
7478,IP,165.214.107.130,IP address flagged for suspicious activity: 165.214.107.130,2025-07-09 16:07:57.617
7479,MERCHANT,Merchant_584570645_3596,Suspicious transactions detected for merchant Merchant_584570645_3596,2024-10-10 16:21:57.620
7480,MERCHANT,Merchant_1328817947_357,Suspicious transactions detected for merchant Merchant_1328817947_357,2025-06-20 04:25:57.620
7481,MERCHANT,Merchant_1861236720_3811,Suspicious transactions detected for merchant Merchant_1861236720_3811,2024-09-21 10:02:57.623
7482,USER,ilir423@hotmail.com,Suspicious activity detected for user ilir423@hotmail.com,2024-03-04 09:10:57.630
7483,IP,115.58.198.78,IP address flagged for suspicious activity: 115.58.198.78,2025-05-10 14:24:57.633
7484,USER,valon667@outlook.com,Suspicious activity detected for user valon667@outlook.com,2025-03-13 04:06:57.640
7485,USER,fitim583@live.com,Suspicious activity detected for user fitim583@live.com,2025-01-03 00:13:57.650
7486,USER,sabri_rama2026@aol.com,Suspicious activity detected for user sabri_rama2026@aol.com,2025-09-18 17:31:57.657
7487,IP,226.195.35.202,IP address flagged for suspicious activity: 226.195.35.202,2025-04-10 05:47:57.663
7488,USER,zkamberi4457@yahoo.com,Suspicious activity detected for user zkamberi4457@yahoo.com,2024-06-10 07:58:57.673
7489,MERCHANT,Merchant_1412334250_2840,Suspicious transactions detected for merchant Merchant_1412334250_2840,2025-09-28 00:04:57.677
7490,IP,118.254.60.243,IP address flagged for suspicious activity: 118.254.60.243,2024-08-24 16:36:57.683
7491,MERCHANT,Merchant_185075611_4455,Suspicious transactions detected for merchant Merchant_185075611_4455,2024-07-30 02:21:57.687
7492,IP,230.99.148.114,IP address flagged for suspicious activity: 230.99.148.114,2025-03-10 03:45:57.693
7493,USER,liridona.mehmeti8144@protonmail.com,Suspicious activity detected for user liridona.mehmeti8144@protonmail.com,2026-01-27 19:25:57.700
7494,IP,99.232.85.209,IP address flagged for suspicious activity: 99.232.85.209,2025-11-02 11:12:57.710
7495,USER,zana.basha9468@gmail.com,Suspicious activity detected for user zana.basha9468@gmail.com,2024-09-19 17:18:57.717
7496,MERCHANT,Merchant_2074433868_4149,Suspicious transactions detected for merchant Merchant_2074433868_4149,2025-12-28 17:43:57.720
7497,USER,luan.rodriguez52@outlook.com,Suspicious activity detected for user luan.rodriguez52@outlook.com,2025-10-14 01:33:57.730
7498,MERCHANT,Merchant_452717122_1611,Suspicious transactions detected for merchant Merchant_452717122_1611,2025-03-05 07:37:57.737
7499,MERCHANT,Merchant_2142767913_1806,Suspicious transactions detected for merchant Merchant_2142767913_1806,2025-09-21 15:20:57.740
7500,MERCHANT,Merchant_1349676708_4696,Suspicious transactions detected for merchant Merchant_1349676708_4696,2024-03-24 09:20:57.743
7501,IP,130.231.71.91,IP address flagged for suspicious activity: 130.231.71.91,2024-11-13 17:00:57.753
7502,USER,ylber_thaçi2026@aol.com,Suspicious activity detected for user ylber_thaçi2026@aol.com,2024-04-08 11:45:57.763
7503,MERCHANT,Merchant_2135757907_333,Suspicious transactions detected for merchant Merchant_2135757907_333,2024-05-24 01:46:57.770
7504,USER,ylli791@protonmail.com,Suspicious activity detected for user ylli791@protonmail.com,2025-01-03 14:50:57.777
7505,IP,218.199.19.222,IP address flagged for suspicious activity: 218.199.19.222,2025-02-11 16:30:57.790
7506,MERCHANT,Merchant_1586291902_1011,Suspicious transactions detected for merchant Merchant_1586291902_1011,2025-08-17 20:52:57.793
7507,MERCHANT,Merchant_1478636786_4333,Suspicious transactions detected for merchant Merchant_1478636786_4333,2024-07-14 15:40:57.797
7508,IP,228.19.138.21,IP address flagged for suspicious activity: 228.19.138.21,2024-05-02 08:33:57.810
7509,USER,rrezart563@gmail.com,Suspicious activity detected for user rrezart563@gmail.com,2025-05-10 01:15:57.813
7510,USER,fmehmeti2517@gmail.com,Suspicious activity detected for user fmehmeti2517@gmail.com,2024-12-13 10:36:57.820
7511,MERCHANT,Merchant_287582379_4764,Suspicious transactions detected for merchant Merchant_287582379_4764,2026-01-31 01:38:57.823
7512,MERCHANT,Merchant_636387046_3232,Suspicious transactions detected for merchant Merchant_636387046_3232,2024-07-17 01:37:57.830
7513,MERCHANT,Merchant_226063833_1374,Suspicious transactions detected for merchant Merchant_226063833_1374,2024-07-06 17:45:57.837
7514,IP,195.37.208.30,IP address flagged for suspicious activity: 195.37.208.30,2025-03-28 09:01:57.850
7515,IP,252.129.222.88,IP address flagged for suspicious activity: 252.129.222.88,2024-05-03 23:55:57.857
7516,USER,kjackson6433@live.com,Suspicious activity detected for user kjackson6433@live.com,2025-02-15 08:13:57.863
7517,MERCHANT,Merchant_1396810022_1982,Suspicious transactions detected for merchant Merchant_1396810022_1982,2026-02-05 04:57:57.867
7518,IP,129.83.78.166,IP address flagged for suspicious activity: 129.83.78.166,2025-08-01 08:44:57.873
7519,IP,142.119.201.182,IP address flagged for suspicious activity: 142.119.201.182,2025-04-08 12:42:57.880
7520,MERCHANT,Merchant_707236203_3358,Suspicious transactions detected for merchant Merchant_707236203_3358,2025-04-03 18:29:57.883
7521,USER,kushtrim.anderson5704@outlook.com,Suspicious activity detected for user kushtrim.anderson5704@outlook.com,2025-06-10 20:11:57.890
7522,MERCHANT,Merchant_1999732128_4623,Suspicious transactions detected for merchant Merchant_1999732128_4623,2024-03-03 22:39:57.897
7523,MERCHANT,Merchant_659631185_2408,Suspicious transactions detected for merchant Merchant_659631185_2408,2025-03-01 17:40:57.900
7524,USER,zana.anderson8796@protonmail.com,Suspicious activity detected for user zana.anderson8796@protonmail.com,2024-07-15 12:38:57.907
7525,IP,12.44.205.73,IP address flagged for suspicious activity: 12.44.205.73,2024-08-25 19:40:57.913
7526,USER,jjones3081@aol.com,Suspicious activity detected for user jjones3081@aol.com,2026-01-15 03:59:57.920
7527,IP,20.164.32.166,IP address flagged for suspicious activity: 20.164.32.166,2024-02-25 23:38:57.930
7528,MERCHANT,Merchant_260193253_1054,Suspicious transactions detected for merchant Merchant_260193253_1054,2025-03-28 09:38:57.933
7529,USER,hysni.martin1344@outlook.com,Suspicious activity detected for user hysni.martin1344@outlook.com,2024-06-06 18:42:57.947
7530,MERCHANT,Merchant_1197160136_4229,Suspicious transactions detected for merchant Merchant_1197160136_4229,2025-01-01 09:05:57.950
7531,MERCHANT,Merchant_535970606_184,Suspicious transactions detected for merchant Merchant_535970606_184,2024-09-26 21:33:57.957
7532,IP,28.180.157.9,IP address flagged for suspicious activity: 28.180.157.9,2024-03-31 13:07:57.963
7533,MERCHANT,Merchant_786285451_322,Suspicious transactions detected for merchant Merchant_786285451_322,2026-01-10 09:11:57.967
7534,USER,krenar867@live.com,Suspicious activity detected for user krenar867@live.com,2025-11-29 01:52:57.973
7535,MERCHANT,Merchant_1707437170_3454,Suspicious transactions detected for merchant Merchant_1707437170_3454,2024-05-25 22:26:57.980
7536,MERCHANT,Merchant_2027722010_620,Suspicious transactions detected for merchant Merchant_2027722010_620,2025-12-15 04:58:57.983
7537,MERCHANT,Merchant_172018502_2512,Suspicious transactions detected for merchant Merchant_172018502_2512,2024-12-26 06:56:57.987
7538,IP,103.198.202.155,IP address flagged for suspicious activity: 103.198.202.155,2024-08-12 20:11:57.993
7539,MERCHANT,Merchant_957854241_404,Suspicious transactions detected for merchant Merchant_957854241_404,2024-07-14 20:42:57.997
7540,IP,45.217.107.106,IP address flagged for suspicious activity: 45.217.107.106,2024-12-02 21:29:58.007
7541,USER,zana.rrahmani1076@live.com,Suspicious activity detected for user zana.rrahmani1076@live.com,2024-07-24 12:09:58.013
7542,MERCHANT,Merchant_812845623_1170,Suspicious transactions detected for merchant Merchant_812845623_1170,2024-12-28 00:48:58.020
7543,MERCHANT,Merchant_1298322890_1766,Suspicious transactions detected for merchant Merchant_1298322890_1766,2024-07-21 02:17:58.020
7544,IP,218.141.206.73,IP address flagged for suspicious activity: 218.141.206.73,2024-07-13 16:53:58.027
7545,USER,nora_morina2026@aol.com,Suspicious activity detected for user nora_morina2026@aol.com,2025-04-26 16:04:58.037
7546,IP,96.29.227.42,IP address flagged for suspicious activity: 96.29.227.42,2025-09-02 02:56:58.043
7547,USER,drilon_mustafa2026@live.com,Suspicious activity detected for user drilon_mustafa2026@live.com,2024-08-16 08:35:58.050
7548,MERCHANT,Merchant_1702652311_606,Suspicious transactions detected for merchant Merchant_1702652311_606,2024-06-25 17:34:58.057
7549,IP,4.103.121.33,IP address flagged for suspicious activity: 4.103.121.33,2024-12-20 16:19:58.063
7550,IP,213.224.165.108,IP address flagged for suspicious activity: 213.224.165.108,2024-08-09 06:54:58.077
7551,MERCHANT,Merchant_1689390617_1771,Suspicious transactions detected for merchant Merchant_1689390617_1771,2025-03-31 23:21:58.080
7552,IP,215.185.254.39,IP address flagged for suspicious activity: 215.185.254.39,2024-05-22 20:05:58.083
7553,MERCHANT,Merchant_551862874_1404,Suspicious transactions detected for merchant Merchant_551862874_1404,2024-07-15 10:09:58.087
7554,IP,192.26.214.32,IP address flagged for suspicious activity: 192.26.214.32,2024-07-30 07:03:58.090
7555,MERCHANT,Merchant_1131115184_3931,Suspicious transactions detected for merchant Merchant_1131115184_3931,2025-09-23 18:54:58.097
7556,IP,177.191.43.188,IP address flagged for suspicious activity: 177.191.43.188,2024-03-23 05:25:58.100
7557,MERCHANT,Merchant_178131647_767,Suspicious transactions detected for merchant Merchant_178131647_767,2025-02-06 15:45:58.103
7558,IP,207.239.222.92,IP address flagged for suspicious activity: 207.239.222.92,2024-09-13 16:07:58.110
7559,MERCHANT,Merchant_1625667764_3981,Suspicious transactions detected for merchant Merchant_1625667764_3981,2024-03-01 16:41:58.110
7560,MERCHANT,Merchant_1882028006_4124,Suspicious transactions detected for merchant Merchant_1882028006_4124,2025-09-15 21:15:58.113
7561,IP,159.125.235.175,IP address flagged for suspicious activity: 159.125.235.175,2024-05-20 19:49:58.120
7562,IP,61.183.65.146,IP address flagged for suspicious activity: 61.183.65.146,2026-02-01 07:52:58.123
7563,USER,lmartinez8773@gmail.com,Suspicious activity detected for user lmartinez8773@gmail.com,2024-04-02 11:40:58.130
7564,USER,zef699@hotmail.com,Suspicious activity detected for user zef699@hotmail.com,2024-11-15 15:19:58.140
7565,MERCHANT,Merchant_480153963_551,Suspicious transactions detected for merchant Merchant_480153963_551,2024-10-18 16:44:58.143
7566,IP,217.53.18.216,IP address flagged for suspicious activity: 217.53.18.216,2024-12-11 22:08:58.150
7567,MERCHANT,Merchant_520964037_2301,Suspicious transactions detected for merchant Merchant_520964037_2301,2025-01-06 09:32:58.153
7568,IP,72.163.141.119,IP address flagged for suspicious activity: 72.163.141.119,2024-12-15 13:58:58.160
7569,MERCHANT,Merchant_897757951_1904,Suspicious transactions detected for merchant Merchant_897757951_1904,2025-11-05 20:25:58.167
7570,IP,121.68.152.32,IP address flagged for suspicious activity: 121.68.152.32,2025-10-19 16:21:58.173
7571,IP,225.226.235.54,IP address flagged for suspicious activity: 225.226.235.54,2025-01-11 14:40:58.183
7572,IP,215.92.4.218,IP address flagged for suspicious activity: 215.92.4.218,2024-07-21 04:17:58.193
7573,IP,60.253.37.192,IP address flagged for suspicious activity: 60.253.37.192,2025-11-03 21:38:58.200
7574,MERCHANT,Merchant_578055261_3937,Suspicious transactions detected for merchant Merchant_578055261_3937,2024-12-19 02:04:58.203
7575,IP,113.35.77.181,IP address flagged for suspicious activity: 113.35.77.181,2025-02-11 12:10:58.213
