account_id,user_id,iban,balance,currency,account_type,status,created_at
21829,8105,AL67134764198949738172,69021.61,EUR,SAVINGS,FROZEN,2026-02-08 18:49:49.957
21830,1844,AL27201227234751838173,95690.49,CHF,STANDARD,ACTIVE,2026-02-08 18:49:49.960
21831,5918,AL06556087678179918174,99976.66,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:49.967
21832,1253,AL09180903359029098175,19777.54,USD,BUSINESS,ACTIVE,2026-02-08 18:49:49.970
21833,8564,AL86643697540970198176,19911.55,USD,BUSINESS,ACTIVE,2026-02-08 18:49:49.973
21834,3880,AL74896960651466078177,7307.47,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:49.980
21835,480,AL09956619787396888178,22996.72,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:49.987
21836,9556,AL34420158022411858179,43292.75,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:49.990
21837,8602,AL16790973107712968180,18820.03,GBP,STANDARD,FROZEN,2026-02-08 18:49:49.993
21838,8183,AL37161878764250248181,4260.81,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.000
21839,1244,AL41733028014538648182,31437.33,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.007
21840,8563,AL21270976283144258183,90510.30,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.010
21841,8140,AL97557558496626688184,70208.75,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.017
21842,2907,AL12490869234839718185,88727.26,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.020
21843,598,AL75870332373723818186,95622.93,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.027
21844,7500,AL80695000115455058187,50699.91,USD,SAVINGS,ACTIVE,2026-02-08 18:49:50.030
21845,2169,AL63991539760305958188,87180.82,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.037
21846,6921,AL50005250157296338189,14546.90,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.040
21847,3304,AL57437987095677118190,59117.85,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.043
21848,7370,AL46595541819633828191,15091.16,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.050
21849,145,AL94734494781618788192,87398.32,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.053
21850,1563,AL27443305499074668193,1752.98,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.057
21851,8444,AL68574384280408378194,3420.14,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.060
21852,1347,AL67713679682214688195,45366.03,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.067
21853,6973,AL97465452460999628196,92325.40,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.070
21854,1842,AL22975536084184718197,80634.73,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.077
21855,981,AL79754928112157108198,82794.66,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:50.080
21856,354,AL62947442095952588199,62093.55,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.087
21857,4538,AL09861948516800388200,58190.70,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.090
21858,8843,AL27976456767664348201,74901.28,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.093
21859,1442,AL96739853342271768202,94882.11,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.100
21860,3537,AL68706650483229738203,80013.30,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.107
21861,2571,AL85082146516111428204,20501.97,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.110
21862,2729,AL41579883607935018205,18686.13,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.117
21863,249,AL99239651490359908206,86845.61,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.120
21864,8124,AL74863105771104438207,18455.22,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.123
21865,4850,AL78908130116158868208,10552.08,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:50.130
21866,3285,AL53757811405971158209,5559.34,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.133
21867,1238,AL62465484839060688210,35195.12,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.140
21868,4932,AL81492162062766928211,86438.06,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.143
21869,834,AL54254650546085218212,92988.92,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.147
21870,4361,AL39146501986007788213,14008.19,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.153
21871,720,AL89197929492684758214,5063.45,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.160
21872,1615,AL66830387670437048215,69349.94,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.163
21873,9139,AL86034333163790198216,32953.82,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.170
21874,8634,AL32916621783142638217,30591.43,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.173
21875,6720,AL99052660771562568218,60323.81,USD,SAVINGS,ACTIVE,2026-02-08 18:49:50.180
21876,1677,AL17275423002977628219,85436.63,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.183
21877,4072,AL36275897837861898220,8424.31,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.190
21878,3238,AL83156910197530018221,75449.25,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.193
21879,2457,AL91754306792574548222,16985.34,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.200
21880,3019,AL50728310350918208223,24591.61,GBP,BUSINESS,FROZEN,2026-02-08 18:49:50.203
21881,1789,AL80174687175472508224,12856.30,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.207
21882,8133,AL32754452441449838225,53671.26,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.213
21883,7130,AL29948938616082468226,87778.91,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.217
21884,6266,AL76343551170358298227,81243.03,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.223
21885,629,AL74409148076255738228,28957.05,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.230
21886,927,AL19912586065725348229,63572.05,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.233
21887,7051,AL35177961904118678230,66347.59,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.243
21888,7504,AL46285895309056788231,12741.22,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.250
21889,5619,AL15504179758719088232,76085.13,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.253
21890,5748,AL84537255413921328233,74415.40,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.257
21891,8952,AL75390888337434168234,66529.67,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.263
21892,5685,AL45512245206141618235,39023.27,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.270
21893,9406,AL91582062077032028236,66938.44,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.273
21894,1369,AL59911332561994568237,69018.70,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.277
21895,8619,AL23357070361800898238,91531.92,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.283
21896,3302,AL53361823793227178239,34393.80,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.290
21897,1824,AL31679555519619288240,93386.14,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.290
21898,9400,AL76971867636485388241,30334.69,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.297
21899,7740,AL67048443027086448242,25284.87,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.300
21900,7936,AL77763291239597348243,9244.85,USD,SAVINGS,ACTIVE,2026-02-08 18:49:50.307
21901,6549,AL71510597451454858244,2095.98,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.310
21902,7024,AL70309152647566958245,75389.12,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.313
21903,8723,AL74457933734276058246,94966.00,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.317
21904,4455,AL42777523074245448247,75744.42,CHF,BUSINESS,FROZEN,2026-02-08 18:49:50.323
21905,2651,AL36531890993151328248,97381.36,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.327
21906,9519,AL25868434046464888249,3228.01,USD,SAVINGS,ACTIVE,2026-02-08 18:49:50.330
21907,8060,AL44863625534805488250,49421.59,USD,SAVINGS,ACTIVE,2026-02-08 18:49:50.333
21908,7476,AL82880791393685238251,87971.04,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.340
21909,7069,AL26792966885615718252,95502.36,GBP,SAVINGS,FROZEN,2026-02-08 18:49:50.343
21910,8549,AL64414860527206678253,74482.98,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.347
21911,3905,AL81257902670766268254,95951.18,USD,SAVINGS,ACTIVE,2026-02-08 18:49:50.350
21912,587,AL10366041216418428255,33079.69,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.353
21913,8794,AL73597804041523338256,29256.28,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.357
21914,9596,AL46674177484571268257,32127.00,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.360
21915,4551,AL73017652041242358258,68291.49,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.367
21916,2129,AL39254707935119438259,15069.85,CHF,SAVINGS,FROZEN,2026-02-08 18:49:50.370
21917,5186,AL50941453865609078260,84672.88,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.377
21918,1221,AL74143304088995448261,66643.70,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.380
21919,3681,AL49895429155097898262,40910.87,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.387
21920,1725,AL92460668232280028263,91381.80,USD,SAVINGS,ACTIVE,2026-02-08 18:49:50.390
21921,602,AL30034509002231768264,56950.31,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.393
21922,7630,AL47576194482279978265,43000.68,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.397
21923,7359,AL71062095816925998266,54660.26,CHF,SAVINGS,FROZEN,2026-02-08 18:49:50.403
21924,2620,AL71416480969731188267,28675.06,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.407
21925,7920,AL95141177982497928268,11414.70,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.413
21926,9688,AL18034186519491488269,7585.88,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.417
21927,2801,AL06881954848216638270,46638.83,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:50.420
21928,5007,AL85053791188835058271,40307.95,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.427
21929,6600,AL12105061862870218272,55801.35,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.430
21930,2275,AL83464778626999138273,63053.26,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.433
21931,8695,AL83434957723913258274,83230.26,USD,STANDARD,FROZEN,2026-02-08 18:49:50.437
21932,6859,AL94811978819595188275,65493.00,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.440
21933,3654,AL69772504216048158276,66801.06,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.447
21934,7021,AL62393162656594778277,20534.87,GBP,STANDARD,FROZEN,2026-02-08 18:49:50.453
21935,8715,AL16317514262678338278,83660.71,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.457
21936,4857,AL82247927419000728279,12706.71,USD,SAVINGS,ACTIVE,2026-02-08 18:49:50.460
21937,9470,AL51303312044088918280,94638.87,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.463
21938,1339,AL33322473406072248281,31329.62,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.467
21939,8552,AL06086924512071658282,10891.12,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.473
21940,4394,AL94798244558646868283,82060.90,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.477
21941,4475,AL74943880963450858284,4937.01,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.483
21942,1319,AL02981150231554568285,67915.51,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.487
21943,6777,AL54739076785755848286,73109.07,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.493
21944,3989,AL47541054656127118287,57955.40,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.500
21945,9027,AL33542341908125448288,1825.29,USD,STANDARD,FROZEN,2026-02-08 18:49:50.503
21946,9739,AL98589319396159168289,37822.95,CHF,BUSINESS,FROZEN,2026-02-08 18:49:50.510
21947,9585,AL42926637508260488290,80186.69,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.517
21948,8050,AL71905536115554458291,1927.89,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.523
21949,1126,AL66653014626997638292,43827.58,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.533
21950,7462,AL28343043317550528293,95825.56,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.540
21951,3098,AL99597423630630648294,68178.66,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.547
21952,8722,AL13399846844528568295,83728.67,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.550
21953,8113,AL76802787787968328296,2384.81,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.557
21954,1683,AL44740178258514188297,58228.26,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.560
21955,5005,AL63931019437525648298,95377.77,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.567
21956,158,AL03734485301463678299,20821.09,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.573
21957,5385,AL79329085183957188300,25617.02,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.580
21958,3602,AL51925910003187488301,63154.62,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.587
21959,1178,AL04463371243911458302,68119.68,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.590
21960,755,AL25942856920187358303,90810.86,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.600
21961,6396,AL41516261142706358304,32422.60,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.603
21962,3976,AL40807299310603288305,17273.54,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.610
21963,9656,AL46107806125104108306,70256.11,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:50.613
21964,3727,AL41728805677267028307,17677.49,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.620
21965,3612,AL53515291275640748308,75617.02,EUR,STANDARD,FROZEN,2026-02-08 18:49:50.623
21966,9669,AL24645476295876678309,690.83,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.630
21967,6582,AL04238770458897008310,62872.04,USD,SAVINGS,ACTIVE,2026-02-08 18:49:50.633
21968,5563,AL73019958647925788311,20527.23,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.640
21969,160,AL30748140299586718312,66367.80,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.643
21970,8421,AL93424006303940528313,22320.17,USD,SAVINGS,ACTIVE,2026-02-08 18:49:50.650
21971,4420,AL35096357136166308314,78162.59,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.653
21972,3315,AL71658244353882948315,56117.57,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.667
21973,4762,AL87391089608538048316,97288.56,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:50.670
21974,2466,AL41691215541353568317,84490.61,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.673
21975,3226,AL13226378697052568318,13379.24,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:50.680
21976,9253,AL39041991012745508319,31791.56,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.687
21977,7233,AL23058567778058678320,96443.00,USD,SAVINGS,FROZEN,2026-02-08 18:49:50.690
21978,1266,AL20667355279306198321,15587.66,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.697
21979,3895,AL08016423773590058322,47731.18,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.703
21980,2468,AL24603580329620508323,67841.77,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.707
21981,6952,AL11902743948949498324,152.64,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.710
21982,3436,AL47896966339805968325,52912.92,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:50.717
21983,1298,AL94574881594500068326,34648.71,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.720
21984,9406,AL39900703605030068327,91217.72,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.727
21985,5121,AL26686180970638418328,50395.31,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.730
21986,4467,AL28770131191235988329,42351.48,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.733
21987,8482,AL60479382677014358330,88927.57,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.740
21988,126,AL00402163166338448331,8175.33,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.743
21989,237,AL26870184006534968332,23599.42,EUR,SAVINGS,FROZEN,2026-02-08 18:49:50.750
21990,8737,AL66939888996153038333,58311.87,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.757
21991,1712,AL33258389889590458334,12034.67,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.760
21992,3842,AL28999424352038278335,15390.30,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.763
21993,5627,AL26371588764526338336,59397.49,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.767
21994,616,AL66507409602803918337,98787.81,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.770
21995,9110,AL91091564638464268338,25326.51,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.777
21996,3570,AL32190608365556168339,11370.87,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.783
21997,2722,AL08928423059454608340,89009.73,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:50.787
21998,7378,AL63904308267167308341,92179.50,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.790
21999,4144,AL89059986645785758342,48524.63,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.793
22000,4265,AL07742338605774638343,59693.67,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.797
22001,1298,AL17523363011744858344,96259.52,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.803
22002,4100,AL65496816362117798345,54038.93,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.807
22003,985,AL93639288181887128346,77687.97,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.810
22004,2429,AL02318890036889798347,7574.87,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.813
22005,4436,AL44748263116570918348,87598.91,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.820
22006,7223,AL08008483875896018349,18049.17,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.823
22007,5655,AL84878316786214138350,60934.28,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.827
22008,7348,AL93297033086851768351,8363.36,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.830
22009,4792,AL39848484765943238352,29443.68,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:50.833
22010,2065,AL51652784889274278353,597.84,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.840
22011,8863,AL08180768219215158354,18622.99,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.843
22012,2052,AL86158791344197658355,68853.65,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.850
22013,2222,AL61224488952958898356,30076.65,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.850
22014,5317,AL61152253150664148357,30486.39,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.857
22015,8639,AL07883813726464788358,49713.81,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.860
22016,7741,AL66464754888025528359,42516.40,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.863
22017,4233,AL68920608067005248360,27661.60,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.867
22018,7276,AL55394105446696128361,97104.97,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.870
22019,142,AL87434806543307868362,48406.05,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.873
22020,5497,AL04337423366439158363,95626.49,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.877
22021,1912,AL14690828956614338364,74520.15,EUR,BUSINESS,FROZEN,2026-02-08 18:49:50.880
22022,8751,AL66344151358727198365,92382.47,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.883
22023,5411,AL14563278598910348366,69546.72,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.890
22024,3189,AL52844226729644628367,80676.30,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.893
22025,2252,AL39243138067893508368,6763.48,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:50.897
22026,7105,AL38140137648417618369,60260.30,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.900
22027,2497,AL01985812660416138370,19793.76,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.903
22028,1185,AL21694580032416988371,51610.10,GBP,STANDARD,ACTIVE,2026-02-08 18:49:50.907
22029,6775,AL98294350343493608372,76409.84,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.910
22030,5656,AL78837298468948118373,37877.61,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.917
22031,6685,AL77289023773715268374,26417.18,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.920
22032,880,AL35136513252107288375,79621.00,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.923
22033,8189,AL47744458631897828376,18354.53,USD,STANDARD,ACTIVE,2026-02-08 18:49:50.927
22034,1916,AL44604935315832588377,87524.93,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.930
22035,338,AL87810550881452118378,92312.23,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:50.937
22036,3815,AL31028590684844098379,47364.42,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.940
22037,3901,AL94775845225662008380,46177.95,EUR,SAVINGS,FROZEN,2026-02-08 18:49:50.943
22038,7891,AL96225637585086888381,23454.80,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.950
22039,2353,AL10372890302517218382,54677.23,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.953
22040,9863,AL03408676897883018383,76884.16,EUR,BUSINESS,FROZEN,2026-02-08 18:49:50.957
22041,4946,AL21964240393427548384,22125.58,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.960
22042,9212,AL91228437535394268385,55530.90,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.963
22043,5336,AL64244461087697678386,59446.29,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:50.967
22044,2189,AL10214181522775368387,59514.42,USD,SAVINGS,FROZEN,2026-02-08 18:49:50.973
22045,3875,AL35212713834408638388,49800.80,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:50.980
22046,3364,AL12430211588542028389,21631.65,USD,SAVINGS,FROZEN,2026-02-08 18:49:50.980
22047,2818,AL55396400039318018390,67097.57,CHF,STANDARD,ACTIVE,2026-02-08 18:49:50.987
22048,8164,AL01681685074434438391,93356.65,EUR,STANDARD,ACTIVE,2026-02-08 18:49:50.990
22049,6249,AL68629371988151138392,21613.96,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:50.993
22050,2569,AL18333120631560418393,52493.25,USD,BUSINESS,ACTIVE,2026-02-08 18:49:50.997
22051,3188,AL46999388537836288394,19150.82,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:51.003
22052,9620,AL34337036036811828395,17312.50,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:51.007
22053,7476,AL00152341792786958396,62280.65,CHF,STANDARD,ACTIVE,2026-02-08 18:49:51.010
22054,3038,AL01078404794969588397,47492.32,USD,STANDARD,ACTIVE,2026-02-08 18:49:51.013
22055,8559,AL82156561738274548398,24330.32,CHF,BUSINESS,FROZEN,2026-02-08 18:49:51.017
22056,6322,AL31368358589743898399,75956.86,USD,BUSINESS,ACTIVE,2026-02-08 18:49:51.020
22057,1193,AL77563818283388978400,53062.04,USD,STANDARD,FROZEN,2026-02-08 18:49:51.023
22058,1942,AL08539075963113158401,84387.21,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:51.030
22059,9376,AL56773951334475458402,24360.77,GBP,STANDARD,ACTIVE,2026-02-08 18:49:51.030
22060,3539,AL41318342284520608403,8233.38,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:51.037
22061,6308,AL86312224600505678404,35167.37,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:51.040
22062,7441,AL11750757502300578405,84083.97,USD,SAVINGS,ACTIVE,2026-02-08 18:49:51.043
22063,137,AL12430650707147928406,95632.07,EUR,STANDARD,ACTIVE,2026-02-08 18:49:51.050
22064,4200,AL83093337837457238407,25448.20,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:51.053
22065,5717,AL46749541692611688408,74234.12,EUR,STANDARD,ACTIVE,2026-02-08 18:49:51.060
22066,7242,AL65817644983756258409,65235.01,EUR,SAVINGS,FROZEN,2026-02-08 18:49:51.063
22067,4164,AL39223667837617908410,11180.16,USD,BUSINESS,ACTIVE,2026-02-08 18:49:51.067
22068,7242,AL86935796210816428411,89148.84,CHF,SAVINGS,FROZEN,2026-02-08 18:49:51.073
22069,1432,AL67510609911558978412,40636.73,EUR,STANDARD,ACTIVE,2026-02-08 18:49:51.077
22070,6516,AL65453834008048738413,89547.73,EUR,STANDARD,ACTIVE,2026-02-08 18:49:51.080
22071,433,AL90669359689170608414,57061.65,CHF,STANDARD,ACTIVE,2026-02-08 18:49:51.087
22072,2327,AL28562057051721448415,44558.88,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:51.090
22073,4136,AL50531916906018998416,83632.84,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:51.093
22074,8458,AL39740870532645498417,62337.76,USD,SAVINGS,ACTIVE,2026-02-08 18:49:51.100
22075,8889,AL53328826754112398418,11631.86,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:51.103
22076,9844,AL38368137155562378419,58459.18,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:51.107
22077,4409,AL04823627221556398420,15690.33,EUR,STANDARD,ACTIVE,2026-02-08 18:49:51.110
22078,2296,AL37443339075735068421,11545.44,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:51.113
22079,9344,AL82438691344745848422,31771.77,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:51.120
22080,8842,AL35030109738189548423,98053.94,GBP,STANDARD,ACTIVE,2026-02-08 18:49:51.123
22081,4615,AL74864684409477578424,96666.79,GBP,STANDARD,FROZEN,2026-02-08 18:49:51.127
22082,4909,AL51093479008712028425,25506.85,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:51.130
22083,464,AL70906032738426228426,76691.95,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:51.133
22084,4099,AL94049689362283868427,62708.64,CHF,STANDARD,FROZEN,2026-02-08 18:49:51.140
22085,3054,AL78469115445861028428,68223.75,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:51.143
22086,4380,AL53050654197670098429,61904.71,CHF,STANDARD,ACTIVE,2026-02-08 18:49:51.147
22087,1289,AL49175946776942318430,31883.84,USD,STANDARD,ACTIVE,2026-02-08 18:49:51.153
22088,2744,AL13493376173919078431,37503.81,EUR,STANDARD,ACTIVE,2026-02-08 18:49:51.157
22089,2600,AL83418939347722308432,31195.29,USD,BUSINESS,ACTIVE,2026-02-08 18:49:51.160
22090,8904,AL14237322534131458433,2476.19,USD,STANDARD,ACTIVE,2026-02-08 18:49:51.163
